Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Photographer,Education,Increasing,high,63293.47,Master’s Degree,6,1807,6218,23.7,99.1,China,33.04
Insurance claims handler,Transportation,Increasing,high,56105.37,Bachelor’s Degree,7,8042,7155,7.24,40.68,China,30.54
Holiday representative,Transportation,Decreasing,high,138910.31,PhD,11,8465,6568,62.85,87.48,Brazil,36.14
"Biochemist, clinical",Manufacturing,Increasing,high,121032.11,High School,15,7891,660,66.02,23.92,Brazil,65.7
Event organiser,Healthcare,Decreasing,high,86160.47,Master’s Degree,6,8815,5788,98.71,51.95,USA,69.92
"Engineer, aeronautical",Manufacturing,Decreasing,high,118022.18,Bachelor’s Degree,8,8794,9102,39.2,37.87,Brazil,65.52
"Engineer, biomedical",Manufacturing,Decreasing,high,51699.79,Bachelor’s Degree,0,6071,6835,4.21,83.14,Canada,33.81
"Engineer, materials",Healthcare,Increasing,high,55496.18,Associate Degree,4,9981,3441,15.59,18.63,Canada,21.66
Biomedical scientist,Healthcare,Decreasing,high,67045.05,Bachelor’s Degree,18,1767,351,53.22,18.31,Canada,41.82
Commercial/residential surveyor,Retail,Decreasing,high,42710.81,Bachelor’s Degree,3,4467,1678,46.81,37.1,Brazil,46.24
Barrister's clerk,Finance,Decreasing,high,132011.7,High School,20,8059,7417,50.43,63.86,Australia,37.65
Dramatherapist,Retail,Decreasing,high,119118.96,High School,20,4203,2965,73.34,4.07,Brazil,76.01
"Physicist, medical",Transportation,Decreasing,high,44004.37,Associate Degree,6,5176,1608,36.1,19.62,UK,20.01
Horticultural consultant,IT,Increasing,high,93921.79,Master’s Degree,16,756,1515,73.86,74.21,USA,72.14
Child psychotherapist,Education,Decreasing,high,128772.36,PhD,9,9716,2799,8.4,46.14,India,67.63
Education administrator,Entertainment,Increasing,high,41631.91,Master’s Degree,15,661,9475,52.35,51.12,Brazil,33.25
Ambulance person,IT,Increasing,high,104011.83,Master’s Degree,18,4842,5280,36.58,46.09,India,66.89
"Editor, commissioning",Transportation,Increasing,high,76413.46,Bachelor’s Degree,12,1655,7766,90.51,94.13,UK,27.02
Armed forces technical officer,Transportation,Increasing,high,86043.68,High School,8,3724,5416,22.67,31.48,UK,33.05
Computer games developer,Finance,Decreasing,high,78215.52,Bachelor’s Degree,5,7580,1815,35.11,66.99,China,70.55
Site engineer,Manufacturing,Decreasing,high,55057.31,Master’s Degree,5,270,3110,42.16,91.5,Brazil,39.31
Dance movement psychotherapist,Retail,Increasing,high,112128.85,Bachelor’s Degree,12,3066,3458,18.79,10.0,Australia,71.14
Web designer,Transportation,Increasing,high,133107.65,High School,3,9176,8567,40.97,35.07,Canada,37.24
Midwife,Manufacturing,Decreasing,high,90316.07,Bachelor’s Degree,20,4632,4388,51.53,21.01,Australia,32.06
Health visitor,Healthcare,Increasing,high,56013.9,PhD,8,5331,115,67.4,7.31,Germany,65.37
IT sales professional,Entertainment,Decreasing,high,80108.96,High School,19,7194,648,45.27,1.56,Brazil,46.45
Chartered accountant,IT,Decreasing,high,63244.48,Master’s Degree,19,3768,2951,29.51,63.63,Brazil,52.59
Soil scientist,Education,Decreasing,high,38842.39,High School,3,8472,8676,97.35,50.19,China,63.28
Forensic scientist,Entertainment,Decreasing,high,60174.79,Master’s Degree,12,6520,6099,54.18,62.77,Germany,65.52
Television camera operator,Retail,Decreasing,high,76830.04,PhD,6,5621,2219,65.78,15.27,Canada,62.04
Mental health nurse,Manufacturing,Decreasing,high,115578.57,High School,10,5156,7772,54.99,59.66,UK,20.96
"Designer, fashion/clothing",IT,Increasing,high,103703.04,Master’s Degree,1,8821,6231,39.76,31.01,Australia,26.9
Phytotherapist,Manufacturing,Decreasing,high,113672.51,High School,0,2281,3488,43.87,19.47,Australia,43.67
"Engineer, communications",Transportation,Increasing,high,111290.26,Master’s Degree,6,3805,7844,57.4,87.19,Germany,45.7
Computer games developer,Healthcare,Decreasing,high,97568.62,High School,4,5711,2259,6.88,3.28,Brazil,55.57
Chief of Staff,Manufacturing,Increasing,high,84875.95,Master’s Degree,10,7810,8940,91.86,35.72,UK,50.99
Clinical research associate,IT,Decreasing,high,126801.42,High School,17,1357,6874,77.34,83.96,Canada,73.92
Occupational therapist,Finance,Increasing,high,75226.3,Bachelor’s Degree,15,1942,8034,49.02,70.34,Canada,56.35
Event organiser,Healthcare,Increasing,high,68239.34,Associate Degree,5,5188,5726,60.23,46.52,USA,61.3
Patent attorney,Transportation,Decreasing,high,116840.45,Associate Degree,7,9767,5214,62.01,57.12,China,34.67
Environmental education officer,Transportation,Increasing,high,73112.96,High School,9,723,7789,79.67,53.61,UK,60.68
Arts development officer,Retail,Decreasing,high,60151.56,Associate Degree,14,4802,7811,31.18,55.79,India,42.72
"Scientist, research (medical)",Transportation,Decreasing,high,139882.48,Bachelor’s Degree,16,5672,9967,84.46,57.5,Germany,29.28
Production manager,Education,Increasing,high,107642.85,High School,11,2088,1916,93.41,2.84,China,32.01
"Producer, television/film/video",Entertainment,Increasing,high,55180.81,Bachelor’s Degree,15,7146,497,54.8,6.91,Germany,51.03
"Scientist, physiological",IT,Increasing,high,62525.33,Master’s Degree,18,5412,4792,65.15,91.17,Canada,22.92
"Geologist, wellsite",IT,Increasing,high,133569.09,High School,6,8807,9879,85.6,41.78,USA,67.27
Forensic psychologist,Retail,Increasing,high,43666.37,Associate Degree,2,1765,1270,72.68,46.19,UK,20.17
Paediatric nurse,Finance,Decreasing,high,119284.99,Bachelor’s Degree,1,3473,1510,45.78,75.57,Canada,23.73
"Designer, ceramics/pottery",Finance,Increasing,high,50828.8,Associate Degree,18,2736,7694,18.8,27.79,India,25.77
Site engineer,Entertainment,Decreasing,high,101797.8,Associate Degree,11,8616,8841,17.8,53.75,UK,34.46
"Accountant, chartered",Healthcare,Increasing,high,49700.21,Bachelor’s Degree,10,207,4561,74.52,36.28,UK,34.09
Contractor,Entertainment,Increasing,high,81629.38,Master’s Degree,2,9427,3537,96.7,32.61,Australia,72.57
Artist,IT,Increasing,high,112010.07,PhD,19,2384,3572,54.64,31.97,UK,35.64
Biomedical engineer,Entertainment,Decreasing,high,72058.9,High School,8,7053,2481,73.94,5.18,China,25.09
Equality and diversity officer,Education,Increasing,high,136803.64,High School,16,3204,4198,95.59,71.67,China,26.71
Phytotherapist,Healthcare,Decreasing,high,30209.24,High School,5,525,6656,85.67,63.28,USA,36.18
Travel agency manager,IT,Decreasing,high,52650.81,High School,14,2753,3917,59.65,89.52,Canada,43.28
Learning disability nurse,Transportation,Decreasing,high,50994.61,Associate Degree,2,8458,6795,99.39,14.04,UK,73.91
Production engineer,Transportation,Increasing,high,68465.3,Associate Degree,19,7181,6106,8.09,33.73,India,79.84
Physiotherapist,Transportation,Increasing,high,74022.53,Bachelor’s Degree,6,3580,2951,52.79,23.81,India,45.01
Clothing/textile technologist,Retail,Decreasing,high,41220.69,PhD,13,3969,2483,25.21,67.25,China,73.26
Information systems manager,IT,Increasing,high,70727.14,Master’s Degree,5,3492,9957,82.83,32.68,Brazil,41.22
Scientific laboratory technician,Finance,Decreasing,high,93195.14,Associate Degree,2,7884,2064,87.35,40.35,China,49.66
Mining engineer,Transportation,Decreasing,high,94014.8,Master’s Degree,20,5514,9336,30.4,17.3,Brazil,21.61
Electronics engineer,Entertainment,Increasing,high,43663.33,Master’s Degree,1,302,8731,53.78,15.47,India,34.34
Actuary,Finance,Increasing,high,58641.88,PhD,6,4061,2323,55.04,70.59,Australia,75.67
Warehouse manager,Education,Increasing,high,52348.92,PhD,6,859,1756,87.71,31.12,USA,36.02
Commercial horticulturist,Transportation,Increasing,high,75917.76,High School,8,9289,2177,76.05,67.35,India,78.54
"Engineer, energy",Transportation,Decreasing,high,116181.29,Associate Degree,20,6063,8852,96.74,91.26,UK,70.74
Multimedia specialist,Retail,Increasing,high,112211.66,Associate Degree,12,8255,8936,89.7,90.76,Canada,60.12
Statistician,Finance,Increasing,high,71283.52,Bachelor’s Degree,19,7500,7809,59.89,43.92,Australia,76.32
Air traffic controller,Retail,Increasing,high,142191.04,Master’s Degree,7,9647,2314,18.82,56.12,Germany,38.31
"Merchandiser, retail",Manufacturing,Decreasing,high,68105.33,Associate Degree,16,229,4619,75.89,30.38,UK,50.31
Microbiologist,Entertainment,Decreasing,high,79842.39,Associate Degree,14,7945,3309,71.51,77.6,China,59.98
Homeopath,Entertainment,Increasing,high,53287.92,Master’s Degree,0,7632,6683,65.31,42.35,Australia,72.56
International aid/development worker,Retail,Decreasing,high,132664.87,Master’s Degree,12,8421,6785,27.96,90.07,Canada,77.77
"Engineer, manufacturing",Manufacturing,Increasing,high,98868.54,Associate Degree,10,7869,3433,12.59,57.04,Australia,20.69
"Engineer, mining",Entertainment,Increasing,high,62984.82,Associate Degree,4,7042,418,40.88,95.95,Brazil,76.14
Therapeutic radiographer,Manufacturing,Increasing,high,110205.56,Associate Degree,4,4123,6066,0.64,69.57,Brazil,41.8
Ranger/warden,Education,Decreasing,high,147287.25,Master’s Degree,12,2798,835,73.16,78.75,Canada,43.89
"Engineer, manufacturing",Retail,Decreasing,high,52534.23,Master’s Degree,6,2417,395,47.15,86.12,India,72.51
Theme park manager,Retail,Decreasing,high,79194.88,PhD,4,7093,426,10.24,48.08,UK,61.66
"Presenter, broadcasting",Transportation,Increasing,high,138723.47,Master’s Degree,10,4115,9148,24.91,62.11,Australia,37.27
Careers adviser,Transportation,Decreasing,high,42765.19,Master’s Degree,15,5677,2105,22.49,25.08,Australia,32.51
"Engineer, technical sales",Finance,Increasing,high,105003.0,High School,10,6544,2427,68.05,47.51,India,73.1
Trade union research officer,Transportation,Decreasing,high,86243.86,PhD,17,5519,880,88.95,39.64,USA,70.15
Therapeutic radiographer,Education,Decreasing,high,33306.71,PhD,6,2297,837,9.92,50.79,Brazil,60.96
Photographer,Education,Increasing,high,137881.43,Bachelor’s Degree,17,9808,1151,38.66,61.03,China,50.02
Chief Operating Officer,Retail,Decreasing,high,138257.41,PhD,11,6558,7629,26.89,34.25,China,29.39
"Surveyor, quantity",Healthcare,Increasing,high,92247.46,Associate Degree,17,8050,6370,36.76,10.66,UK,50.09
Purchasing manager,Retail,Decreasing,high,121146.66,Bachelor’s Degree,5,234,5840,87.58,34.21,India,32.55
"Embryologist, clinical",IT,Decreasing,high,82911.48,Associate Degree,13,7672,9081,23.12,97.03,Brazil,46.68
Ecologist,Healthcare,Increasing,high,85018.11,PhD,4,1884,320,89.07,62.22,Canada,55.75
Careers adviser,Transportation,Decreasing,high,133865.98,Bachelor’s Degree,11,8440,6784,31.53,69.54,USA,20.98
"Production assistant, radio",Transportation,Decreasing,high,68551.73,Bachelor’s Degree,7,2143,6393,41.6,5.72,UK,55.78
Barrister,Healthcare,Decreasing,high,119736.76,Associate Degree,18,6309,7449,77.69,96.81,Brazil,23.18
Prison officer,Education,Increasing,high,37801.37,PhD,7,4170,3530,46.79,80.05,USA,61.57
Rural practice surveyor,Entertainment,Increasing,high,90585.55,Bachelor’s Degree,16,6616,9024,24.28,54.27,UK,31.5
"Physicist, medical",Finance,Increasing,high,68350.61,Bachelor’s Degree,11,5641,9962,42.86,65.09,India,22.08
Industrial/product designer,Retail,Decreasing,high,111005.83,Master’s Degree,20,4701,3367,28.27,82.8,UK,33.25
Merchant navy officer,Finance,Increasing,high,109246.01,Associate Degree,9,2616,1986,0.42,28.08,Brazil,54.78
Water quality scientist,Entertainment,Decreasing,high,133861.97,Bachelor’s Degree,4,2652,6567,6.79,32.37,Australia,31.38
Analytical chemist,Healthcare,Increasing,high,64854.83,Associate Degree,5,6955,3386,7.27,91.64,India,31.82
Pensions consultant,Retail,Decreasing,high,126924.11,Master’s Degree,9,8409,7882,49.41,46.93,Brazil,53.85
Materials engineer,Transportation,Increasing,high,37116.11,High School,7,1557,7567,55.08,72.44,Brazil,57.0
Ceramics designer,Retail,Decreasing,high,144749.23,Associate Degree,10,7802,3854,54.52,69.14,USA,30.1
"Designer, textile",Retail,Increasing,high,124710.52,High School,19,803,6027,79.97,86.77,China,74.01
"Accountant, chartered",Education,Increasing,high,141379.49,Bachelor’s Degree,20,2385,8609,46.94,67.66,China,49.77
"Engineer, automotive",Retail,Increasing,high,140272.99,Master’s Degree,15,5696,9087,9.91,21.75,USA,38.92
Interior and spatial designer,IT,Increasing,high,133265.23,PhD,11,685,8511,45.78,61.0,UK,51.76
Cytogeneticist,Education,Decreasing,high,107538.84,Associate Degree,10,4623,1695,35.26,3.51,Germany,63.46
"Scientist, research (physical sciences)",Transportation,Increasing,high,89457.49,Master’s Degree,14,3443,4211,20.93,30.35,Canada,52.49
Building control surveyor,Manufacturing,Decreasing,high,83470.86,Master’s Degree,4,3356,976,73.68,19.58,Australia,78.15
Proofreader,Entertainment,Increasing,high,149671.61,Master’s Degree,4,1917,2937,84.29,99.86,Australia,29.59
"Journalist, broadcasting",Manufacturing,Decreasing,high,80977.59,High School,7,8593,3515,56.14,77.98,UK,29.41
Geoscientist,Healthcare,Decreasing,high,142329.4,PhD,14,6045,6885,50.29,47.41,Canada,50.48
Insurance claims handler,Healthcare,Decreasing,high,86244.85,Bachelor’s Degree,20,2077,6624,54.58,19.73,Germany,60.11
Firefighter,Healthcare,Increasing,high,123438.01,High School,13,1189,3715,26.65,59.61,Canada,59.98
Accounting technician,Transportation,Decreasing,high,113444.61,Bachelor’s Degree,20,5874,5386,20.04,44.59,China,32.28
Quarry manager,Finance,Increasing,high,84235.2,PhD,20,2692,3527,78.49,98.18,UK,72.02
Advertising art director,Manufacturing,Increasing,high,135542.25,PhD,4,9979,8679,68.85,45.49,China,45.1
Stage manager,IT,Increasing,high,123417.7,PhD,15,2058,4987,44.45,25.61,Australia,67.68
Financial adviser,Education,Increasing,high,106804.85,PhD,3,8103,2198,30.79,31.25,India,66.43
Applications developer,Finance,Decreasing,high,82124.95,High School,1,9045,7749,55.78,82.48,Canada,31.8
Publishing copy,Healthcare,Increasing,high,149352.15,PhD,2,9120,6239,42.7,26.65,Brazil,55.28
Mental health nurse,Transportation,Decreasing,high,32883.27,Associate Degree,10,7697,6410,99.79,25.44,Germany,59.01
Systems developer,Education,Decreasing,high,104745.05,Master’s Degree,3,1532,9821,17.26,92.71,Canada,69.15
Environmental consultant,Healthcare,Increasing,high,113318.16,High School,16,1652,8675,86.62,4.88,India,49.96
"Research officer, political party",Finance,Increasing,high,70971.64,Master’s Degree,16,9749,6706,58.82,46.05,Brazil,34.29
Adult guidance worker,Entertainment,Increasing,high,39580.76,Master’s Degree,5,6137,774,58.32,81.64,Canada,26.38
Glass blower/designer,Manufacturing,Decreasing,high,149761.1,High School,6,3878,1276,3.15,4.71,Australia,27.93
Economist,Manufacturing,Increasing,high,35823.76,Bachelor’s Degree,5,5629,4279,30.8,33.62,Brazil,78.46
Product/process development scientist,Transportation,Decreasing,high,139635.57,Master’s Degree,4,7701,9584,71.87,92.44,India,46.32
"Conservator, museum/gallery",Manufacturing,Increasing,high,123520.86,High School,7,304,1895,24.6,77.67,USA,20.03
"Scientist, research (maths)",Entertainment,Decreasing,high,146616.8,PhD,1,3314,3394,34.19,90.11,Australia,48.73
"Biochemist, clinical",Education,Decreasing,high,133977.7,Master’s Degree,4,9393,4390,20.01,11.42,Canada,66.95
Adult guidance worker,Transportation,Increasing,high,83165.22,High School,4,1195,7629,84.29,26.03,USA,41.6
"Nurse, adult",Entertainment,Increasing,high,116961.81,High School,4,3714,2748,79.97,68.78,UK,34.24
Mining engineer,Manufacturing,Increasing,high,86811.45,Master’s Degree,8,5391,2618,40.24,18.27,Brazil,24.33
Public librarian,Healthcare,Increasing,high,125283.96,PhD,14,2555,4834,13.0,26.47,India,63.97
"Nurse, children's",Entertainment,Decreasing,high,126979.39,Master’s Degree,13,4464,3992,83.8,48.4,UK,36.92
"Accountant, chartered",Transportation,Increasing,high,63514.11,Bachelor’s Degree,8,2522,2908,99.91,32.09,China,47.78
Comptroller,Retail,Decreasing,high,113923.02,PhD,11,3951,1524,0.76,98.74,China,59.09
Engineering geologist,Transportation,Increasing,high,34727.82,High School,20,2469,8933,47.84,71.61,UK,52.12
Water quality scientist,Transportation,Increasing,high,142192.83,PhD,17,8322,6607,8.51,21.35,Germany,50.68
"Education officer, environmental",IT,Increasing,high,49400.55,High School,2,8740,367,27.7,53.22,India,66.67
Ophthalmologist,Entertainment,Increasing,high,95175.29,PhD,10,2932,8559,99.63,41.76,India,76.08
Logistics and distribution manager,IT,Increasing,high,126108.22,High School,8,8228,9484,8.06,47.73,Germany,28.23
Print production planner,Transportation,Decreasing,high,34797.29,PhD,15,4684,247,86.82,63.64,Germany,51.31
Records manager,Retail,Increasing,high,94243.47,PhD,2,327,9351,89.88,3.25,India,71.82
"Designer, industrial/product",Transportation,Decreasing,high,69713.54,Associate Degree,3,3803,8801,19.72,39.43,China,64.13
Marketing executive,Finance,Decreasing,high,91136.35,PhD,9,7323,4649,16.11,30.75,Germany,73.8
Accounting technician,Manufacturing,Increasing,high,73723.41,Master’s Degree,8,3745,6908,86.38,97.86,China,77.88
Hospital pharmacist,IT,Increasing,high,126115.56,Master’s Degree,17,2663,3155,47.81,84.99,USA,62.45
Clinical biochemist,Entertainment,Increasing,high,103796.66,Master’s Degree,14,9089,6039,49.82,87.56,Australia,56.92
Radiation protection practitioner,Healthcare,Decreasing,high,53050.35,Bachelor’s Degree,19,3685,8065,49.2,93.59,UK,47.05
International aid/development worker,Manufacturing,Increasing,high,70715.08,Associate Degree,8,2184,6994,35.44,9.21,Germany,62.49
Speech and language therapist,IT,Decreasing,high,66797.39,PhD,10,4065,7644,75.6,12.2,India,66.44
Product manager,Healthcare,Increasing,high,58680.08,Master’s Degree,0,3273,8915,54.15,7.02,UK,46.9
Insurance claims handler,Manufacturing,Increasing,high,137209.39,PhD,14,9325,7772,21.01,24.03,UK,62.58
"Therapist, music",Transportation,Decreasing,high,108126.19,Associate Degree,5,639,9649,53.25,35.3,China,29.46
Insurance claims handler,Entertainment,Increasing,high,74980.31,Bachelor’s Degree,9,1752,4724,98.06,71.27,UK,24.0
Commercial/residential surveyor,Manufacturing,Increasing,high,69595.42,Bachelor’s Degree,0,1736,9056,57.91,7.37,India,59.29
"Radiographer, therapeutic",IT,Decreasing,high,90184.1,Associate Degree,16,6342,8212,28.51,47.97,Brazil,21.83
Technical sales engineer,Finance,Decreasing,high,40999.25,Bachelor’s Degree,19,6001,312,98.48,11.03,UK,23.53
